entity_type,image_id,image_filename,candidate_metadata_id_by_sequence,candidate_role,candidate_opera,candidate_original_face_type,match_status,reason
image,145,opera-13-145-s.jpg,145,李逵,清风寨,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,146,opera-13-146-s.jpg,146,杨志,黄泥岗,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,147,opera-13-147-s.jpg,147,白胜,黄泥岗,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,148,opera-13-148-s.jpg,148,王英,神州擂,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,149,opera-13-149-s.jpg,149,宣赞,收关胜,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,150,opera-13-150-s.jpg,150,呼延灼,青州府,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,151,opera-13-151-s.jpg,151,秦明,青州府,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,152,opera-13-152-s.jpg,152,索超,收关胜,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,153,opera-13-153-s.jpg,153,周通,花田错,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,154,opera-13-154-s.jpg,154,关胜,收关胜,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,155,opera-13-155-s.jpg,155,汤隆,雁翎甲,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,156,opera-13-156-s.jpg,156,杨林,石秀探庄,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,157,opera-14-157-s.jpg,157,祝龙,三打祝家庄,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,158,opera-14-158-s.jpg,158,祝虎,三打祝家庄,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,159,opera-14-159-s.jpg,159,栾廷玉,石秀探庄,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,160,opera-14-160-s.jpg,160,祝彪,三打祝家庄,歪脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,161,opera-14-161-s.jpg,161,张顺,秦淮河,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,162,opera-14-162-s.jpg,162,徐士英,艳阳楼,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,163,opera-14-163-s.jpg,163,倪荣,打渔杀家,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,164,opera-14-164-s.jpg,164,时迁,雁翎甲,筝形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,165,opera-14-165-s.jpg,165,高登,艳阳楼,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,166,opera-14-166-s.jpg,166,董超,野猪林,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,167,opera-14-167-s.jpg,167,高俅,野猪林,整脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,168,opera-14-168-s.jpg,168,薛霸,野猪林,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,169,opera-15-169-s.jpg,169,哈迷蚩,潞安州,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,170,opera-15-170-s.jpg,170,金蝉子,锤震金蝉子,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,171,opera-15-171-s.jpg,171,柴桂,求贤鉴,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,172,opera-15-172-s.jpg,172,黑风利,挑滑车,整脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,173,opera-15-173-s.jpg,173,牛皋,藕塘关,十字门脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,174,opera-15-174-s.jpg,174,何元庆,八大锤,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,175,opera-15-175-s.jpg,175,狄雷,八大锤,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,176,opera-15-176-s.jpg,176,兀术,八大锤,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,177,opera-15-177-s.jpg,177,李庭芝,正气歌,元宝脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,178,opera-15-178-s.jpg,178,金眼僧,二龙山,僧道脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,179,opera-15-179-s.jpg,179,伯颜,正气歌,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,180,opera-15-180-s.jpg,180,银眼僧,二龙山,僧道脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,181,opera-16-181-s.jpg,181,沐英,取金陵,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,182,opera-16-182-s.jpg,182,徐延昭,大保国,六分脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,183,opera-16-183-s.jpg,183,蒋忠,百凉楼,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,184,opera-16-184-s.jpg,184,赤福寿,取金陵,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,185,opera-16-185-s.jpg,185,完颜龙,串龙珠,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,186,opera-16-186-s.jpg,186,娄阿鼠,十五贯,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,187,opera-16-187-s.jpg,187,颜佩韦,五人义,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,188,opera-16-188-s.jpg,188,花云母,串龙珠,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,189,opera-16-189-s.jpg,189,李七,李七长亭,歪脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,190,opera-16-190-s.jpg,190,贾桂,法门寺,窝头脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,191,opera-16-191-s.jpg,191,刘彪,法门寺,元宝类,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,192,opera-16-192-s.jpg,192,刘瑾,法门寺,太监脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,193,opera-17-193-s.jpg,193,刘禄敬,小上坟,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,194,opera-17-194-s.jpg,194,沈燕林,玉堂春,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,195,opera-17-195-s.jpg,195,本无,思凡下山,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,196,opera-17-196-s.jpg,196,德禄,御碑亭,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,197,opera-17-197-s.jpg,197,刘宗敏,闯王旗,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,198,opera-17-198-s.jpg,198,崇公道,女起解,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,199,opera-17-199-s.jpg,199,郝摇旗,闯王旗,整脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,200,opera-17-200-s.jpg,200,夏副将,白水滩,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,201,opera-17-201-s.jpg,201,贺天龙,连环套,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,202,opera-17-202-s.jpg,202,贺天彪,连环套,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,203,opera-17-203-s.jpg,203,窦尔敦,连环套,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,204,opera-17-204-s.jpg,204,郝文僧,东昌府,僧道脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,205,opera-18-205-s.jpg,205,谢虎,鄚州庙,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,206,opera-18-206-s.jpg,206,金大力,叭蜡庙,整脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,207,opera-18-207-s.jpg,207,朱光祖,连环套,枣核脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,208,opera-18-208-s.jpg,208,濮大勇,九龙杯,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,209,opera-18-209-s.jpg,209,黄三泰,九龙杯,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,210,opera-18-210-s.jpg,210,何路通,落马湖,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,211,opera-18-211-s.jpg,211,黄隆基,霸王庄,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,212,opera-18-212-s.jpg,212,巴永泰,连环套,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,213,opera-18-213-s.jpg,213,焦振远,剑峰山,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,214,opera-18-214-s.jpg,214,花德雷,溪皇庄,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,215,opera-18-215-s.jpg,215,武天虬,恶虎村,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,216,opera-18-216-s.jpg,216,李佩,落马湖,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,217,opera-19-217-s.jpg,217,蔡天化,淮安府,僧道脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,218,opera-19-218-s.jpg,218,邓九公,十三妹,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,219,opera-19-219-s.jpg,219,郎如豹,李海坞,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,220,opera-19-220-s.jpg,220,窦虎,叭蜡庙,歪脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,221,opera-19-221-s.jpg,221,曹宝,天官赐福,元宝脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,222,opera-19-222-s.jpg,222,亢金龙,琵琶洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,223,opera-19-223-s.jpg,223,王灵官,泗州城,整脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,224,opera-19-224-s.jpg,224,昴日鸡,琵琶洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,225,opera-19-225-s.jpg,225,玉帝,弼马温,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,226,opera-19-226-s.jpg,226,李靖,安天会,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,227,opera-19-227-s.jpg,227,释迦摩尼,真假美猴王,神仙脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,228,opera-19-228-s.jpg,228,孙悟空,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,229,opera-20-229-s.jpg,229,赵天君,安天会,六分脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,230,opera-20-230-s.jpg,230,温天君,安天会,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,231,opera-20-231-s.jpg,231,马天君,安天会,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,232,opera-20-232-s.jpg,232,刘天君,安天会,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,233,opera-20-233-s.jpg,233,巨灵神,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,234,opera-20-234-s.jpg,234,青龙,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,235,opera-20-235-s.jpg,235,杨戬,安天会,花三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,236,opera-20-236-s.jpg,236,白虎,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,237,opera-20-237-s.jpg,237,罗猴,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,238,opera-20-238-s.jpg,238,墨猴,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,239,opera-20-239-s.jpg,239,通臂猿,石猴出世,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,240,opera-20-240-s.jpg,240,白猿,八仙斗白猿,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,241,opera-21-241-s.jpg,241,天罡,安天会,神仙脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,242,opera-21-242-s.jpg,242,煞神,问樵闹府,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,243,opera-21-243-s.jpg,243,地煞,安天会,神仙脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,244,opera-21-244-s.jpg,244,雷公,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,245,opera-21-245-s.jpg,245,牛魔王,芭蕉扇,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,246,opera-21-246-s.jpg,246,猪八戒,高老庄,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,247,opera-21-247-s.jpg,247,沙僧,流沙河,僧道脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,248,opera-21-248-s.jpg,248,奎木狼,黄袍怪,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,249,opera-21-249-s.jpg,249,青狮,狮驼岭,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,250,opera-21-250-s.jpg,250,猫神,无底洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,251,opera-21-251-s.jpg,251,白象,狮驼岭,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,252,opera-21-252-s.jpg,252,金钱豹,红梅山,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,253,opera-22-253-s.jpg,253,孔宣,百草山,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,254,opera-22-254-s.jpg,254,白日鹤,百草山,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,255,opera-22-255-s.jpg,255,通雀鸟,百草山,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,256,opera-22-256-s.jpg,256,大鹏,狮驼岭,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,257,opera-22-257-s.jpg,257,敖广,水帘洞,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,258,opera-22-258-s.jpg,258,虾将,水帘洞,小妖脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,259,opera-22-259-s.jpg,259,敖闰,水帘洞,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,260,opera-22-260-s.jpg,260,龟帅,水帘洞,,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,261,opera-22-261-s.jpg,261,北斗星君,百寿图,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,262,opera-22-262-s.jpg,262,汉钟离,八仙过海,神仙脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,263,opera-22-263-s.jpg,263,柳金,八仙过海,碎脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,264,opera-22-264-s.jpg,264,玉兔,嫦娥奔月,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,265,opera-23-265-s.jpg,265,赖团仙,五花洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,266,opera-23-266-s.jpg,266,金头仙,五花洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,267,opera-23-267-s.jpg,267,哮天犬,安天会,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,268,opera-23-268-s.jpg,268,蝎仙,五花洞,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,269,opera-23-269-s.jpg,269,韦陀,白蛇传·合钵,神仙脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,270,opera-23-270-s.jpg,270,鹿童,盗仙草,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,271,opera-23-271-s.jpg,271,太乙真人,乾元山,三块瓦脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
image,272,opera-23-272-s.jpg,272,鹤童,盗仙草,象形脸,unknown,"No independent role/opera/image-identity evidence proves this archive member is the XLS row. Sequence-only pairing is retained as a candidate, not accepted as a match."
