image_id,image_filename,metadata_id,role,opera,original_face_type,sequence_candidate_metadata_id,candidate_role,candidate_opera,candidate_original_face_type,match_method,match_confidence,match_status,evidence,image_width,image_height,metadata_width,metadata_height,dimension_match,image_aspect_ratio,metadata_aspect_ratio,aspect_ratio_delta,aspect_ratio_match,image_sha256
074,opera-07-074-s.jpg,unknown,,,,074,孟达,走麦城,元宝脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=86x110; XLS field=351x450; aspect_ratio_delta=0.0018181800000000026; network-expanded same hash=yes.",86,110,351,450,no,0.78181818,0.78,0.0018181800000000026,yes_within_0.01,874576c1fffb7673d4a456e587db7c3d53ea7b1b684117fe1826bf4c7db68e48
075,opera-07-075-s.jpg,unknown,,,,075,严颜,过巴州,六分脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=367x450; aspect_ratio_delta=0.0026262644444443595; network-expanded same hash=yes.",90,110,367,450,no,0.81818182,0.8155555555555556,0.0026262644444443595,yes_within_0.01,f013152aa3a02e4eaf647564e8b64c8ea6ea4c044641b84d95560aa63ca601bd
076,opera-07-076-s.jpg,unknown,,,,076,沙摩柯,连营寨,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=366x450; aspect_ratio_delta=0.004242423333333356; network-expanded same hash=yes.",89,110,366,450,no,0.80909091,0.8133333333333334,0.004242423333333356,yes_within_0.01,db0a6cfb89b813890d6a8639928c4045ebcb467358db09e4cee007375e900eab
077,opera-07-077-s.jpg,unknown,,,,077,姜维,铁笼山,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=361x450; aspect_ratio_delta=0.0022222222222221255; network-expanded same hash=yes.",88,110,361,450,no,0.8,0.8022222222222222,0.0022222222222221255,yes_within_0.01,33e30177fb6e5ef8d3bc787e0985ee80335a01cc264b974c9dbe84678a6d4958
078,opera-07-078-s.jpg,unknown,,,,078,夏侯德,定军山,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=358x450; aspect_ratio_delta=0.004444444444444473; network-expanded same hash=yes.",88,110,358,450,no,0.8,0.7955555555555556,0.004444444444444473,yes_within_0.01,afaec35136cd327d295d39a94da8f1bb56d7b59918d1d7ddba6ea0f9546764c8
079,opera-07-079-s.jpg,unknown,,,,079,张苞,连营寨,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=370x450; aspect_ratio_delta=0.004040402222222239; network-expanded same hash=yes.",90,110,370,450,no,0.81818182,0.8222222222222222,0.004040402222222239,yes_within_0.01,ff59fd8e38ac0d56eabd63769680d3a97ad051694fb020d13e0a9e151b4cf6fc
080,opera-07-080-s.jpg,unknown,,,,080,邓艾,坛山谷,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=367x450; aspect_ratio_delta=0.0026262644444443595; network-expanded same hash=yes.",90,110,367,450,no,0.81818182,0.8155555555555556,0.0026262644444443595,yes_within_0.01,e3b279a7a8168623da85d7f8382ab248dfeb8be883ce5da0e50c1538c10b7740
081,opera-07-081-s.jpg,unknown,,,,081,孔秀,过五关,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=372x450; aspect_ratio_delta=0.0006060633333333509; network-expanded same hash=yes.",91,110,372,450,no,0.82727273,0.8266666666666667,0.0006060633333333509,yes_within_0.01,2617b229a1c4a1f55b829b081a308332ea7c4604c5be1f106ad414bf062b8a3e
082,opera-07-082-s.jpg,unknown,,,,082,秦琪,过五关,歪脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=362x450; aspect_ratio_delta=0.004444444444444362; network-expanded same hash=yes.",88,110,362,450,no,0.8,0.8044444444444444,0.004444444444444362,yes_within_0.01,bbd2366e6f90ac221f635167b1f758e9b27a396274aebd347f39613279c1dc7e
083,opera-07-083-s.jpg,unknown,,,,083,司马懿,失街亭,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=369x450; aspect_ratio_delta=0.0018181800000000026; network-expanded same hash=yes.",90,110,369,450,no,0.81818182,0.82,0.0018181800000000026,yes_within_0.01,ea55ee6365a15ae5ae18382fb6e980e9636a3a1c07cb8fe55629a36a984c2c1b
084,opera-07-084-s.jpg,unknown,,,,084,蒋干,群英会,腰子脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=359x450; aspect_ratio_delta=0.0022222222222222365; network-expanded same hash=yes.",88,110,359,450,no,0.8,0.7977777777777778,0.0022222222222222365,yes_within_0.01,e0aefa4a20252f897429d7914d3185139b28a28b3f85fa35398a3170d5b6ba6e
085,opera-08-085-s.jpg,unknown,,,,085,司马师,红逼宫,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=365x450; aspect_ratio_delta=0.0020202011111111196; network-expanded same hash=yes.",89,110,365,450,no,0.80909091,0.8111111111111111,0.0020202011111111196,yes_within_0.01,fc291f16fc0a37ff0b7d9848f9184db3438fd90cdfbee069dd2e5186c09309bc
086,opera-08-086-s.jpg,unknown,,,,086,郭淮,铁笼山,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=368x450; aspect_ratio_delta=0.00040404222222212294; network-expanded same hash=yes.",90,110,368,450,no,0.81818182,0.8177777777777778,0.00040404222222212294,yes_within_0.01,74c98f11dff94618bdd7978c3df1312d7405b048ac6cca4eefcab05f525e7943
087,opera-08-087-s.jpg,unknown,,,,087,董卓,凤仪亭,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=366x450; aspect_ratio_delta=0.004242423333333356; network-expanded same hash=yes.",89,110,366,450,no,0.80909091,0.8133333333333334,0.004242423333333356,yes_within_0.01,f3e9a359282a7b3f58e90ef37e14d868b5f79cd875d2ef6e84cefc377c179e3f
088,opera-08-088-s.jpg,unknown,,,,088,马谡,失街亭,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=358x450; aspect_ratio_delta=0.004444444444444473; network-expanded same hash=yes.",88,110,358,450,no,0.8,0.7955555555555556,0.004444444444444473,yes_within_0.01,3ead117fd6cc5c09fd442e13fe16e7f9d823028d301baf39c43c83160a14be0d
089,opera-08-089-s.jpg,unknown,,,,089,郭荣,草桥关,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=412x502; aspect_ratio_delta=0.0025353114741036853; network-expanded same hash=yes.",90,110,412,502,no,0.81818182,0.8207171314741036,0.0025353114741036853,yes_within_0.01,bd05a21cf10f84933b4532887c249e1e219e197cec8a6245e10b46c1d346307d
090,opera-08-090-s.jpg,unknown,,,,090,王元,取洛阳,元宝脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=412x502; aspect_ratio_delta=0.0025353114741036853; network-expanded same hash=yes.",90,110,412,502,no,0.81818182,0.8207171314741036,0.0025353114741036853,yes_within_0.01,9af0b0c033caba6b12b73e508ba7e43368b70c40eb4c5f2cfaf671154972cc18
091,opera-08-091-s.jpg,unknown,,,,091,须贾,赠绨袍,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=412x502; aspect_ratio_delta=0.0025353114741036853; network-expanded same hash=yes.",90,110,412,502,no,0.81818182,0.8207171314741036,0.0025353114741036853,yes_within_0.01,547edbb3beafc8228e5a80816cdb06054cb7c9c246a89f9b4b0cefd56297c269
092,opera-08-092-s.jpg,unknown,,,,092,专诸,鱼肠剑,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=412x502; aspect_ratio_delta=0.0025353114741036853; network-expanded same hash=yes.",90,110,412,502,no,0.81818182,0.8207171314741036,0.0025353114741036853,yes_within_0.01,b9b7b5e64a22db74951329f1a1cc6e92944e9d8066577d72205a9ef7656370d7
093,opera-08-093-s.jpg,unknown,,,,093,曹操,捉放曹,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=366x450; aspect_ratio_delta=0.004242423333333356; network-expanded same hash=yes.",89,110,366,450,no,0.80909091,0.8133333333333334,0.004242423333333356,yes_within_0.01,ea7462c4ec067105fba9e7c7fb69f2321d52142e89a5bf632e5f675d331190d9
094,opera-08-094-s.jpg,unknown,,,,094,典韦,战宛城,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=363x450; aspect_ratio_delta=0.0024242433333333535; network-expanded same hash=yes.",89,110,363,450,no,0.80909091,0.8066666666666666,0.0024242433333333535,yes_within_0.01,26b988ee1c5c1479432e256391f70612718a4ceae99dd8c1fb411e99047af746
095,opera-08-095-s.jpg,unknown,,,,095,贾华,甘露寺,白粉脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=92x110; XLS field=377x450; aspect_ratio_delta=0.0014141377777777686; network-expanded same hash=yes.",92,110,377,450,no,0.83636364,0.8377777777777777,0.0014141377777777686,yes_within_0.01,e7260838baa52e048b56116cce56dc3de9af956d3be0560bc6cbbaa9c2f82c62
096,opera-08-096-s.jpg,unknown,,,,096,程普,凤凰二乔,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=368x450; aspect_ratio_delta=0.00040404222222212294; network-expanded same hash=yes.",90,110,368,450,no,0.81818182,0.8177777777777778,0.00040404222222212294,yes_within_0.01,161588c0f8169117c5afc43563568c2c10e462f3180ebbc0c6cb2e1e95a342f9
097,opera-09-097-s.jpg,unknown,,,,097,尉迟宝林,白良关,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=412x512; aspect_ratio_delta=0.0044034099999999965; network-expanded same hash=yes.",89,110,412,512,no,0.80909091,0.8046875,0.0044034099999999965,yes_within_0.01,bdb3867e2276147461c8b1d5f55fc481a5f4f379605ac5a09eabe11bd9d3b272
098,opera-09-098-s.jpg,unknown,,,,098,程咬金,响马传,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=84x110; XLS field=389x512; aspect_ratio_delta=0.003870735000000014; network-expanded same hash=yes.",84,110,389,512,no,0.76363636,0.759765625,0.003870735000000014,yes_within_0.01,7c97c11df08111ad0e35777f273280f29f1c0c23c112957754be663394637b70
099,opera-09-099-s.jpg,unknown,,,,099,单雄信,贾家楼,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=87x110; XLS field=406x512; aspect_ratio_delta=0.0020596600000000187; network-expanded same hash=yes.",87,110,406,512,no,0.79090909,0.79296875,0.0020596600000000187,yes_within_0.01,fba7c7cd9379d30d0405c174904e044c61540f4e13adc64738e36101f37b86e9
100,opera-09-100-s.jpg,unknown,,,,100,尉迟恭,白良关,六分脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=87x110; XLS field=407x512; aspect_ratio_delta=0.004012785000000019; network-expanded same hash=yes.",87,110,407,512,no,0.79090909,0.794921875,0.004012785000000019,yes_within_0.01,85a8571566fa16d82a413b9036c821aed4f07ae40f03f4adf5d88fc687cba013
101,opera-09-101-s.jpg,unknown,,,,101,金甲,贾家楼,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=409x512; aspect_ratio_delta=0.0011718750000000444; network-expanded same hash=yes.",88,110,409,512,no,0.8,0.798828125,0.0011718750000000444,yes_within_0.01,f22f7439ccbefdbb693459bcd83d163a470b172954f7c1a99c2c922a0b35b6d5
102,opera-09-102-s.jpg,unknown,,,,102,童环,贾家楼,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=412x512; aspect_ratio_delta=0.0044034099999999965; network-expanded same hash=yes.",89,110,412,512,no,0.80909091,0.8046875,0.0044034099999999965,yes_within_0.01,1e04a3990e3979de4402d3d50ea6f55e39cca2c4b2c194addf07a7ecbebfec4b
103,opera-09-103-s.jpg,unknown,,,,103,李元霸,晋阳宫,象形脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=414x512; aspect_ratio_delta=0.0004971599999999965; network-expanded same hash=yes.",89,110,414,512,no,0.80909091,0.80859375,0.0004971599999999965,yes_within_0.01,770ea8a850f5fdff7455922b5bbaf1a8e2abdc49083179106b84ee4fc627fb72
104,opera-09-104-s.jpg,unknown,,,,104,李密,断密涧,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=86x110; XLS field=400x512; aspect_ratio_delta=0.0005681800000000292; network-expanded same hash=yes.",86,110,400,512,no,0.78181818,0.78125,0.0005681800000000292,yes_within_0.01,d42f1f03f9176641101de9492999b7eb1663ff8c3babb65b1d75da750fd3aeee
105,opera-09-105-s.jpg,unknown,,,,105,宇文成都,晋阳宫,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=425x512; aspect_ratio_delta=0.0028053949999999883; network-expanded same hash=yes.",91,110,425,512,no,0.82727273,0.830078125,0.0028053949999999883,yes_within_0.01,47ddea2f582773194682352cda8bb32717008830adbc965ebaf1d9438a804f90
106,opera-09-106-s.jpg,unknown,,,,106,鲍赐安,龙潭镇,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=425x512; aspect_ratio_delta=0.0028053949999999883; network-expanded same hash=yes.",91,110,425,512,no,0.82727273,0.830078125,0.0028053949999999883,yes_within_0.01,5727df638da56a32de40f51b4039ab04f6a926a515c42f35ebadedc40b933a8c
107,opera-09-107-s.jpg,unknown,,,,107,黄胖,巴骆和,僧道脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=413x512; aspect_ratio_delta=0.0024502849999999965; network-expanded same hash=yes.",89,110,413,512,no,0.80909091,0.806640625,0.0024502849999999965,yes_within_0.01,4d761ae82badc0adf934053b169d6691c7aea4027d673985a3ae8e5cd4297c61
108,opera-09-108-s.jpg,unknown,,,,108,猩猩胆,摩天岭,象形脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=413x512; aspect_ratio_delta=0.0024502849999999965; network-expanded same hash=yes.",89,110,413,512,no,0.80909091,0.806640625,0.0024502849999999965,yes_within_0.01,17b42891c809356efa10d6bd18add275b8a56338839edc12ad7161c0a755ff58
109,opera-10-109-s.jpg,unknown,,,,109,盖苏文,汾河湾,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=413x512; aspect_ratio_delta=0.0024502849999999965; network-expanded same hash=yes.",89,110,413,512,no,0.80909091,0.806640625,0.0024502849999999965,yes_within_0.01,c3b4ebca1c858f3b04f18822bfee12d425b3e67844e4bce218a9dc105c3ed8be
110,opera-10-110-s.jpg,unknown,,,,110,巴杰,巴骆和,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=413x512; aspect_ratio_delta=0.0024502849999999965; network-expanded same hash=yes.",89,110,413,512,no,0.80909091,0.806640625,0.0024502849999999965,yes_within_0.01,d26bd894d0b16daf0939da7c6a84dee3c516a6cdf174bade6f83b47b8d04c63f
111,opera-10-111-s.jpg,unknown,,,,111,朱温,雅观楼,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=419x512; aspect_ratio_delta=0.00017755500000005142; network-expanded same hash=yes.",90,110,419,512,no,0.81818182,0.818359375,0.00017755500000005142,yes_within_0.01,0cf0bf5c77d652075c70c46093597f8df877d8be83e15aedc95be2de29908136
112,opera-10-112-s.jpg,unknown,,,,112,孟觉海,雅观楼,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=419x512; aspect_ratio_delta=0.00017755500000005142; network-expanded same hash=yes.",90,110,419,512,no,0.81818182,0.818359375,0.00017755500000005142,yes_within_0.01,da7059de997dff36d3448261a1817db99c454be89cabe45b6dec4f24d80479e1
113,opera-10-113-s.jpg,unknown,,,,113,高旺,牧虎关,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=410x512; aspect_ratio_delta=0.0007812499999999556; network-expanded same hash=yes.",88,110,410,512,no,0.8,0.80078125,0.0007812499999999556,yes_within_0.01,a4f82b57cd820f15f51168105406d80d1b6e59922477acc39d71a68f4e526cee
