dataset_version,image_id,image_path,image_filename,archive_member_name,sequence,candidate_metadata_id,role,opera,raw_face_type,mapping_status,mapping_evidence,label_status,image_read_status,image_file_format,image_width,image_height,image_file_size_bytes,image_sha256,sha256_group_size,duplicate_sha256_within_272,metadata_image_format,metadata_image_width,metadata_image_height,paper_mentioned_model_category,modern_v1_included,modern_v1_exclusion_reason,split,split_seed,notes,metadata_raw__metadata_id,metadata_raw__source_row_number,metadata_raw__序号,metadata_raw__标识号,metadata_raw__角色,metadata_raw__角色别名,metadata_raw__角色类型,metadata_raw__一级行当,metadata_raw__二级行当,metadata_raw__来源剧目,metadata_raw__来源剧目别名,metadata_raw__来源剧目出处,metadata_raw__表演者,metadata_raw__语种,metadata_raw__关联角色,metadata_raw__谱式,metadata_raw__绘法,metadata_raw__图案,metadata_raw__主色,metadata_raw__主色寓意,metadata_raw__眉形,metadata_raw__眼型,metadata_raw__额头型,metadata_raw__鼻型,metadata_raw__嘴型,metadata_raw__绘法说明,metadata_raw__性格特征,metadata_raw__历史演变,metadata_raw__图像格式,metadata_raw__图像宽度,metadata_raw__图像高度,metadata_raw__图像大小,metadata_raw__图像水平分辨率,metadata_raw__图像垂直分辨率,metadata_raw__图像位深度,metadata_raw__图像创建日期,metadata_raw__角色简介,metadata_raw__来源剧目简介,metadata_raw__表演者简介,metadata_raw__流派,metadata_raw__参考资料
modern_v1,041,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-041-s.jpg,opera-04-041-s.jpg,爬虫脸谱图集/opera-04-041-s.jpg,41,041,秦英,乾坤带,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,5406,a94ba7f9f5ca05e184a57837a14445ec511725f8384d475ae560d178e77fbf7a,1,no,jpg,408,512,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,041,42,41,,秦英,秦梦,将官类,净,武净,乾坤带,金水桥、秦英钓鱼,秦英征西,侯喜瑞,中文,秦怀玉,花三块瓦脸,勾脸,,红色,,,垂眼窝,桃形,蒜头鼻窝,雷公嘴,,,,jpg,408,512,31.5,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
modern_v1,042,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-042-s.jpg,opera-04-042-s.jpg,爬虫脸谱图集/opera-04-042-s.jpg,42,042,窦一虎,棋盘山,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5368,aa886fb42de15b1bb0e63276f0818c3bd041a21e099a91e7a81bb746e3e1357c,1,no,jpg,412,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,042,43,42,,窦一虎,,英雄类,净,副净,棋盘山,,征西演义,侯喜瑞,中文,窦仙童,碎脸,勾脸,,绿色,,狼牙眉,花眼窝,随意形,碎鼻窝,火盆嘴,,,,jpg,412,512,33.9,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
modern_v1,043,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-043-s.jpg,opera-04-043-s.jpg,爬虫脸谱图集/opera-04-043-s.jpg,43,043,薛刚,闹花灯,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,5274,3a549bee7bdc5be4abaefc93ea9a5098e68959f0537cc1c0e1741887ed1fda32,1,no,jpg,425,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,043,44,43,,薛刚,,将官类,净,副净,闹花灯,,薛刚反唐,杨小楼,中文,薛丁山,三块瓦脸,勾脸,,黑色,,螳螂眉,花眼窝,手形,碎鼻窝,虎嘴,,,,jpg,425,512,32.2,96,96,24,2020.1.5,,,杨小楼（1878年-1938年），名三元，安徽怀宁人，京剧武生演员，有“武生宗师”的盛誉。自幼入小荣椿社学艺，工武生。十七岁出科后，拜俞菊笙为师，又得谭鑫培等名家指点。杨小楼嗓音清脆洪亮，唱念均遵“奎派”风范，咬字清楚真切，间有京音，行腔朴直无华。在艺术上继承家学，同时博采众长，逐渐形成独树一帜的“杨派”。武打步法准确灵敏，无空招废式，贴切地表现人物的性格，着力体现意境，追求神似，也即“武戏文唱”的杨派特点。,,
modern_v1,044,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-044-s.jpg,opera-04-044-s.jpg,爬虫脸谱图集/opera-04-044-s.jpg,44,044,苏宝同,界牌关,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,5407,801ea145dd5c2b3edd714ddf121c009f643a181f6ce5ca6ba7fe77086220054f,1,no,jpg,411,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,044,45,44,,苏宝同,,将官类,净,武净,界牌关,盘肠战,征西演义,侯喜瑞,中文,安殿宝,碎脸,勾脸,,黑色,,钩眉,,如意钩形,碎鼻窝,,,,,jpg,411,512,33.3,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
modern_v1,045,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-045-s.jpg,opera-04-045-s.jpg,爬虫脸谱图集/opera-04-045-s.jpg,45,045,薛葵,徐策跑城,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,5688,a648cae64564d1aac7df83f5461429a55f0fdbead48e13fe316bd3ecc7c9dda8,1,no,jpg,411,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,045,46,45,,薛葵,,将官类,净,副净,徐策跑城,,薛刚反唐,王鸿寿,中文,徐策,碎脸,勾脸,,黑色,,红黄眉,,葵形,碎鼻窝,,,,,jpg,411,512,34.8,96,96,24,2020.1.5,,,,,
modern_v1,046,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-046-s.jpg,opera-04-046-s.jpg,爬虫脸谱图集/opera-04-046-s.jpg,46,046,安殿宝,独木关,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,4664,f14d8bd035707f484201d656c444143bdfda97f0d5d19a450154f72151d9bcea,1,no,jpg,411,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,046,47,46,,安殿宝,,将官类,净,武净,独木关,枪挑安殿宝、病挑安殿宝、薛礼叹月,征东全传,尚和玉,中文,薛仁贵,三块瓦脸,勾脸,,黄色,,螳螂眉,大奸眼窝,,卷鼻窝,,,,,jpg,411,512,26.3,96,96,24,2020.1.5,,,,,
modern_v1,047,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-047-s.jpg,opera-04-047-s.jpg,爬虫脸谱图集/opera-04-047-s.jpg,47,047,巴兰,百花公主,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,5152,875fd2d65fe87ff3b900da7f0acadec58fad45c8eda2a6e02010219f88f3e360,1,no,jpg,425,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,047,48,47,,巴兰,,将官类,净,武净,百花公主,,,王正屏,中文,百花公主,三块瓦脸,勾脸,,红色,,刀眉,老眼窝,火字形,满鼻窝,,,,,jpg,425,512,27.7,96,96,24,2020.1.5,,,,,
modern_v1,048,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-048-s.jpg,opera-04-048-s.jpg,爬虫脸谱图集/opera-04-048-s.jpg,48,048,贺天龙,雁荡山,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,93,110,4829,727ecdad46b97730576ec7ea4eb59bc7b2a30700378a3a60b6c1b0d669aca550,1,no,jpg,413,491,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,048,49,48,,贺天龙,,将官类,净,武净,雁荡山,,隋唐演义,钱金福,中文,孟海公,三块瓦脸,勾脸,,油白色,,螳螂眉,大奸眼窝,随意形,尖鼻窝,,,,,jpg,413,491,24.4,96,96,24,2020.1.5,,,,,
modern_v1,049,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-049-s.jpg,opera-05-049-s.jpg,爬虫脸谱图集/opera-05-049-s.jpg,49,049,郭子仪,满床笏,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,4333,ab429e4c62d04928de0dc3ecaa06b4a70e25cda6ccf12fa3fbf968b6b6842b3c,1,no,jpg,411,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,049,50,49,,郭子仪,郭令公、郭汾阳,将官类,净,副净,满床笏,打金枝,隋唐演义,张二奎,中文,郭暧,六分脸,勾脸,,粉色,,老眉,老眼窝,立柱纹,满鼻窝,,,,,jpg,411,512,27.3,96,96,24,2020.1.5,,,,,
modern_v1,050,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-050-s.jpg,opera-05-050-s.jpg,爬虫脸谱图集/opera-05-050-s.jpg,50,050,王彦章,双观星,象形脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,87,110,5309,88be0763dff56184d2136f0e05945f84f25fd01e625427385524da68ff529c37,1,no,jpg,405,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,050,51,50,,王彦章,,将官类,净,副净,双观星,二童观星,残唐五代史演义,钱金福,中文,李克用,象形脸,勾脸,,黑色,,钩眉,,蛤蟆形,碎鼻窝,,,,,jpg,405,512,36.8,96,96,24,2020.1.5,,,,,
modern_v1,051,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-051-s.jpg,opera-05-051-s.jpg,爬虫脸谱图集/opera-05-051-s.jpg,51,051,周德威,珠帘寨,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4900,2cdbba042cbd356c2e2d6b2a653b9b35f0bfe42ba8ab8ec2510601e6bd9bd5cc,1,no,jpg,417,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,051,52,51,,周德威,,将官类,净,武净,珠帘寨,竹帘寨、沙陀国、解宝收威,残唐五代史演义,侯喜瑞,中文,李克用,三块瓦脸,勾脸,,红色,,刀眉,直眼窝,胆形,满鼻窝,,,,,jpg,417,512,29.7,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
modern_v1,052,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-052-s.jpg,opera-05-052-s.jpg,爬虫脸谱图集/opera-05-052-s.jpg,52,052,余洪,竹林计,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,87,110,5496,c60a1e0aa76766b617f69523b4fcec85c3508d114d2f7402c6131ef4c65f6fb9,1,no,jpg,403,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,052,53,52,,余洪,,将官类,净,武净,竹林计,火烧余洪,三下南唐,骆连翔,中文,赵匡胤,碎脸,勾脸,,黑色、金色,,,,随意形,碎鼻窝,,,,,jpg,403,512,37.1,96,96,24,2020.1.5,,,,,
modern_v1,053,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-053-s.jpg,opera-05-053-s.jpg,爬虫脸谱图集/opera-05-053-s.jpg,53,053,郑恩,打龙棚,歪脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5357,b338781fc14e1b5d8b0f894210d55547154333d4a991d9adef4f8569ad968bb4,1,no,jpg,421,512,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,053,54,53,,郑恩,郑子明,将官类,净,副净,打龙棚,万里侯,飞龙传,郝寿臣,中文,赵匡胤,歪脸,勾脸,,黑色,,凝眉,,螺形,歪鼻窝,,,,,jpg,421,512,37.4,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
modern_v1,054,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-054-s.jpg,opera-05-054-s.jpg,爬虫脸谱图集/opera-05-054-s.jpg,54,054,赵匡胤,斩黄袍,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,4583,ed1a8d9b18265b2cd3b5b0ad4e4cb88f2ba47a95f74d99feaa58557243fdf371,1,no,jpg,414,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,054,55,54,,赵匡胤,宋太祖,将官类,生,红生,斩黄袍,斩郑恩、赐黄袍、桃花宫、酒醉桃花宫,飞龙传,刘鸿声,中文,郑恩,整脸,勾脸,,红色,,凝眉,,红色脑门,,,,,,jpg,414,512,28.7,96,96,24,2020.1.5,,,刘鸿声（1876—1921），字子余，号泽滨，北京人。京剧老生名家，因业余爱好京剧而加入班社演唱。初演铜锤花脸，宗穆风山一派，后改唱老生，以嗓音高亢、挺拔、流利而著名，世称“刘派”。刘鸿声因跛足，又无幼工，故基本没有靠把戏、武老生戏及特殊的表演技艺，以唱功戏为主。他以奎派的唱腔为基础，吸收各派老生的唱法，因嗓音高而音域窄，乃形成一种独特唱法，别具韵味，以唱工独具特色为主要标志。,,
modern_v1,055,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-055-s.jpg,opera-05-055-s.jpg,爬虫脸谱图集/opera-05-055-s.jpg,55,055,呼延赞,龙虎斗,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,5469,e9231f2e366c4d895d21db54ed5b7f0a72216eddeadd864582225ebcb6560811,1,no,jpg,408,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,055,56,55,,呼延赞,,将官类,净,武净,龙虎斗,风云会、下河东、白龙关,杨家将演义,朱斌仙,中文,赵匡胤,碎脸,勾脸,,黑色,,点眉,环眼窝,王字形,碎鼻窝,虎嘴,,,,jpg,408,512,38,96,96,24,2020.1.5,,,,,
modern_v1,056,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-056-s.jpg,opera-05-056-s.jpg,爬虫脸谱图集/opera-05-056-s.jpg,56,056,崔子健,佘赛花,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5074,808e4b3ef52cb3a85e4bb747833b06228cd499257ba5b6b64fd6c2d41ddf9e99,1,no,jpg,414,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,056,57,56,,崔子健,,将官类,净,副净,佘赛花,佘塘关,残唐五代史演义,通用,中文,杨业,十字门脸,勾脸,,红色,,蝙蝠眉,鸟眼窝,立柱纹,卷鼻窝,,,,,jpg,414,512,31,96,96,24,2020.1.5,,,,,
modern_v1,057,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-057-s.jpg,opera-05-057-s.jpg,爬虫脸谱图集/opera-05-057-s.jpg,57,057,钟离春,湘江会,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5113,901db0a9016c29c41ab847a89591c4aa134592746285ab5b755f75614781126a,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,057,58,57,,钟离春,钟无艳,将官类,旦,,湘江会,,列女传,张玉文,中文,晏婴,碎脸,勾脸,,蓝色,,柳叶眉,鸟眼窝,莲花形,哭鼻窝,虎嘴,,,,jpg,412,502,35.6,96,96,24,2020.1.5,,,,,
modern_v1,058,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-058-s.jpg,opera-05-058-s.jpg,爬虫脸谱图集/opera-05-058-s.jpg,58,058,里克,蜜蜂计,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5445,138cf23f716e83cb4b795e61178a29886a6fb5e98e9381a7aef0e5ebfbe10379,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,058,59,58,,里克,,将官类,净,武净,蜜蜂计,骊姬祸,东周列国志,,中文,,碎脸,勾脸,,黑色,,蝙蝠眉,垂眼窝,点形,转鼻窝,,,,,jpg,412,502,35.8,96,96,24,2020.1.5,,,,,
modern_v1,059,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-059-s.jpg,opera-05-059-s.jpg,爬虫脸谱图集/opera-05-059-s.jpg,59,059,毛奔,五雷阵,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4917,bdb709e8e82478de588c42382ebe03fd8acf0c5dab5077510fccd2f482bd39a1,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,059,60,59,,毛奔,毛逩,将官类,净,副净,五雷阵,孙庞斗智、兵吞六国,东周列国志,通用,中文,庞涓,花三块瓦脸,勾脸,,灰色,,,尖眼窝,如意钩形,碎鼻窝,,,,,jpg,412,502,33.2,96,96,24,2020.1.5,,,,,
modern_v1,060,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-05-060-s.jpg,opera-05-060-s.jpg,爬虫脸谱图集/opera-05-060-s.jpg,60,060,雷震子,攻潼关,象形脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5276,e5188b14ca7f73feb356af286f9db559911dcaaad33f5e8520b02dea3c91b1f0,1,no,jpg,412,502,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,060,61,60,,雷震子,雷振子,神怪类,净,武净,攻潼关,氤氲阵,封神演义,钱金福,中文,姬昌,象形脸,勾脸,,蓝色,,云眉,尖眼窝,明镜形,蒜头鼻窝,雷公嘴,,,,jpg,412,502,37.9,96,96,24,2020.1.5,,,,,
modern_v1,061,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-061-s.jpg,opera-06-061-s.jpg,爬虫脸谱图集/opera-06-061-s.jpg,61,061,魏绛,赵氏孤儿,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4473,5d6608ff04ead07eff4bc720a0f1fbf6dc25e71a4c6f0bdb8f073e40a374e5bb,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,061,62,61,,魏绛,魏庄子,将官类,净,正净,赵氏孤儿,搜孤救孤,东周列国志,裘盛戎,中文,屠岸贾,三块瓦脸,勾脸,,粉红色,,刀眉,老眼窝,随意形,满鼻窝,,,,,jpg,412,502,28,96,96,24,2020.1.5,,,,,
modern_v1,062,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-062-s.jpg,opera-06-062-s.jpg,爬虫脸谱图集/opera-06-062-s.jpg,62,062,颍考叔,伐子都,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4921,79c17bcdddad4f5ebf89b50e56f5b2a631ddd69e4355b82d1077f0f1eaaf49bf,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,062,63,62,,颍考叔,考叔,将官类,净,副净,伐子都,牛脾山、罚子都、搴旗夺车,东周列国志,郭元汾,中文,惠南王,三块瓦脸,勾脸,,红色,,直眉,直眼窝,钱形,满鼻窝,,,,,jpg,412,502,27.2,96,96,24,2020.1.5,,,郭元汾（？-1962年），京剧净角，京剧演员郭春山先生的长子。在入富连成科班后主攻铜锤花脸。郭元汾在唱法上不尚雕饰，吐字行腔遵循传统，追求严谨朴拙的风格，极少个人的发挥创造。他的唱功可称是黄钟大吕，声震屋瓦，他的做功边式好看，细腻传神，是位不可多得的全才净角。解放后调入北京，编入解放军总政治部文工团京剧团，后并入中国京剧院，列为四团。1958年郭元汾随四团支援宁夏，成立宁夏回族自治区京剧团。,,
modern_v1,063,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-063-s.jpg,opera-06-063-s.jpg,爬虫脸谱图集/opera-06-063-s.jpg,63,063,先蔑,摘缨会,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4591,3b0b6384fb8b25ab1c184dc3bedeab5545d5a73536c6604fc780c91f41f8c510,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,063,64,63,,先蔑,,将官类,净,武净,摘缨会,晋楚交兵、功臣宴、绝缨会,东周列国志,钱金福,中文,楚庄王,十字门脸,勾脸,,黑色,,锯齿眉,大奸眼窝,立柱纹,卷鼻窝,,,,,jpg,412,502,30.8,96,96,24,2020.1.5,,,,,
modern_v1,064,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-064-s.jpg,opera-06-064-s.jpg,爬虫脸谱图集/opera-06-064-s.jpg,64,064,屠岸贾,赵氏孤儿,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4694,8ca1ed564d4bcae1e8eeeaf1a5f11a93d9cb2b40d9368e8a0984733c1a41b858,1,no,jpg,412,502,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,064,65,64,,屠岸贾,,将官类,净,副净,赵氏孤儿,搜孤救孤,东周列国志,郝寿臣,中文,魏绛,花三块瓦脸,勾脸,,,,奸眉,垂眼窝,立柱纹,圆鼻窝,,,,,jpg,412,502,32.7,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
