dataset_version,image_id,image_path,image_filename,archive_member_name,sequence,candidate_metadata_id,role,opera,raw_face_type,mapping_status,mapping_evidence,label_status,image_read_status,image_file_format,image_width,image_height,image_file_size_bytes,image_sha256,sha256_group_size,duplicate_sha256_within_272,metadata_image_format,metadata_image_width,metadata_image_height,paper_mentioned_model_category,modern_v1_included,modern_v1_exclusion_reason,split,split_seed,notes
modern_v1,070,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-070-s.jpg,opera-06-070-s.jpg,爬虫脸谱图集/opera-06-070-s.jpg,70,070,吕马童,霸王别姬,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5050,d4da2a77314ce62c11deeba0cf1af2b6d64c7beccb4aa162de2e6cb46e09572e,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,071,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-071-s.jpg,opera-06-071-s.jpg,爬虫脸谱图集/opera-06-071-s.jpg,71,071,铫期,草桥关,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3786,e649136fd00a3d49b8dcea9b781c22fcfe969eea8f49dedcc3db92a3166f3132,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,072,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-06-072-s.jpg,opera-06-072-s.jpg,爬虫脸谱图集/opera-06-072-s.jpg,72,072,吴汉,长安闱,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4894,277cd7ce9d00ccc9db8020864fa4f8a7d6d3b9528dc19d1e6de45255b0a8d2da,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,073,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-073-s.jpg,opera-07-073-s.jpg,爬虫脸谱图集/opera-07-073-s.jpg,73,073,魏延,战长沙,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3656,684f8c235159daff5a0fc455c8aa74f0ae4b0dbfd9b945394a12997d7de1c3c2,1,no,jpg,365,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,074,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-074-s.jpg,opera-07-074-s.jpg,爬虫脸谱图集/opera-07-074-s.jpg,74,074,孟达,走麦城,元宝脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,86,110,2942,874576c1fffb7673d4a456e587db7c3d53ea7b1b684117fe1826bf4c7db68e48,1,no,jpg,351,450,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,075,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-075-s.jpg,opera-07-075-s.jpg,爬虫脸谱图集/opera-07-075-s.jpg,75,075,严颜,过巴州,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,2622,f013152aa3a02e4eaf647564e8b64c8ea6ea4c044641b84d95560aa63ca601bd,1,no,jpg,367,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,076,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-076-s.jpg,opera-07-076-s.jpg,爬虫脸谱图集/opera-07-076-s.jpg,76,076,沙摩柯,连营寨,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3779,db0a6cfb89b813890d6a8639928c4045ebcb467358db09e4cee007375e900eab,1,no,jpg,366,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,077,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-077-s.jpg,opera-07-077-s.jpg,爬虫脸谱图集/opera-07-077-s.jpg,77,077,姜维,铁笼山,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3718,33e30177fb6e5ef8d3bc787e0985ee80335a01cc264b974c9dbe84678a6d4958,1,no,jpg,361,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,078,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-078-s.jpg,opera-07-078-s.jpg,爬虫脸谱图集/opera-07-078-s.jpg,78,078,夏侯德,定军山,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3734,afaec35136cd327d295d39a94da8f1bb56d7b59918d1d7ddba6ea0f9546764c8,1,no,jpg,358,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,079,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-079-s.jpg,opera-07-079-s.jpg,爬虫脸谱图集/opera-07-079-s.jpg,79,079,张苞,连营寨,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3356,ff59fd8e38ac0d56eabd63769680d3a97ad051694fb020d13e0a9e151b4cf6fc,1,no,jpg,370,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,080,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-080-s.jpg,opera-07-080-s.jpg,爬虫脸谱图集/opera-07-080-s.jpg,80,080,邓艾,坛山谷,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3131,e3b279a7a8168623da85d7f8382ab248dfeb8be883ce5da0e50c1538c10b7740,1,no,jpg,367,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,081,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-081-s.jpg,opera-07-081-s.jpg,爬虫脸谱图集/opera-07-081-s.jpg,81,081,孔秀,过五关,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,3553,2617b229a1c4a1f55b829b081a308332ea7c4604c5be1f106ad414bf062b8a3e,1,no,jpg,372,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,082,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-082-s.jpg,opera-07-082-s.jpg,爬虫脸谱图集/opera-07-082-s.jpg,82,082,秦琪,过五关,歪脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3822,bbd2366e6f90ac221f635167b1f758e9b27a396274aebd347f39613279c1dc7e,1,no,jpg,362,450,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,083,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-083-s.jpg,opera-07-083-s.jpg,爬虫脸谱图集/opera-07-083-s.jpg,83,083,司马懿,失街亭,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,2962,ea55ee6365a15ae5ae18382fb6e980e9636a3a1c07cb8fe55629a36a984c2c1b,1,no,jpg,369,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,084,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-07-084-s.jpg,opera-07-084-s.jpg,爬虫脸谱图集/opera-07-084-s.jpg,84,084,蒋干,群英会,腰子脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,2732,e0aefa4a20252f897429d7914d3185139b28a28b3f85fa35398a3170d5b6ba6e,1,no,jpg,359,450,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,085,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-085-s.jpg,opera-08-085-s.jpg,爬虫脸谱图集/opera-08-085-s.jpg,85,085,司马师,红逼宫,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3535,fc291f16fc0a37ff0b7d9848f9184db3438fd90cdfbee069dd2e5186c09309bc,1,no,jpg,365,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,086,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-086-s.jpg,opera-08-086-s.jpg,爬虫脸谱图集/opera-08-086-s.jpg,86,086,郭淮,铁笼山,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3802,74c98f11dff94618bdd7978c3df1312d7405b048ac6cca4eefcab05f525e7943,1,no,jpg,368,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,087,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-087-s.jpg,opera-08-087-s.jpg,爬虫脸谱图集/opera-08-087-s.jpg,87,087,董卓,凤仪亭,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,2963,f3e9a359282a7b3f58e90ef37e14d868b5f79cd875d2ef6e84cefc377c179e3f,1,no,jpg,366,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,088,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-088-s.jpg,opera-08-088-s.jpg,爬虫脸谱图集/opera-08-088-s.jpg,88,088,马谡,失街亭,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3019,3ead117fd6cc5c09fd442e13fe16e7f9d823028d301baf39c43c83160a14be0d,1,no,jpg,358,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,089,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-089-s.jpg,opera-08-089-s.jpg,爬虫脸谱图集/opera-08-089-s.jpg,89,089,郭荣,草桥关,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4113,bd05a21cf10f84933b4532887c249e1e219e197cec8a6245e10b46c1d346307d,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,090,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-090-s.jpg,opera-08-090-s.jpg,爬虫脸谱图集/opera-08-090-s.jpg,90,090,王元,取洛阳,元宝脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4352,9af0b0c033caba6b12b73e508ba7e43368b70c40eb4c5f2cfaf671154972cc18,1,no,jpg,412,502,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,091,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-091-s.jpg,opera-08-091-s.jpg,爬虫脸谱图集/opera-08-091-s.jpg,91,091,须贾,赠绨袍,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4380,547edbb3beafc8228e5a80816cdb06054cb7c9c246a89f9b4b0cefd56297c269,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,092,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-092-s.jpg,opera-08-092-s.jpg,爬虫脸谱图集/opera-08-092-s.jpg,92,092,专诸,鱼肠剑,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,4823,b9b7b5e64a22db74951329f1a1cc6e92944e9d8066577d72205a9ef7656370d7,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,093,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-093-s.jpg,opera-08-093-s.jpg,爬虫脸谱图集/opera-08-093-s.jpg,93,093,曹操,捉放曹,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,2885,ea7462c4ec067105fba9e7c7fb69f2321d52142e89a5bf632e5f675d331190d9,1,no,jpg,366,450,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,094,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-094-s.jpg,opera-08-094-s.jpg,爬虫脸谱图集/opera-08-094-s.jpg,94,094,典韦,战宛城,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3489,26b988ee1c5c1479432e256391f70612718a4ceae99dd8c1fb411e99047af746,1,no,jpg,363,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,095,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-095-s.jpg,opera-08-095-s.jpg,爬虫脸谱图集/opera-08-095-s.jpg,95,095,贾华,甘露寺,白粉脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,92,110,3304,e7260838baa52e048b56116cce56dc3de9af956d3be0560bc6cbbaa9c2f82c62,1,no,jpg,377,450,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,096,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-08-096-s.jpg,opera-08-096-s.jpg,爬虫脸谱图集/opera-08-096-s.jpg,96,096,程普,凤凰二乔,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3607,161588c0f8169117c5afc43563568c2c10e462f3180ebbc0c6cb2e1e95a342f9,1,no,jpg,368,450,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,097,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-097-s.jpg,opera-09-097-s.jpg,爬虫脸谱图集/opera-09-097-s.jpg,97,097,尉迟宝林,白良关,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3547,bdb3867e2276147461c8b1d5f55fc481a5f4f379605ac5a09eabe11bd9d3b272,1,no,jpg,412,512,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,098,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-098-s.jpg,opera-09-098-s.jpg,爬虫脸谱图集/opera-09-098-s.jpg,98,098,程咬金,响马传,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,84,110,3275,7c97c11df08111ad0e35777f273280f29f1c0c23c112957754be663394637b70,1,no,jpg,389,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,099,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-099-s.jpg,opera-09-099-s.jpg,爬虫脸谱图集/opera-09-099-s.jpg,99,099,单雄信,贾家楼,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,87,110,3602,fba7c7cd9379d30d0405c174904e044c61540f4e13adc64738e36101f37b86e9,1,no,jpg,406,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,100,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-100-s.jpg,opera-09-100-s.jpg,爬虫脸谱图集/opera-09-100-s.jpg,100,100,尉迟恭,白良关,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,87,110,2596,85a8571566fa16d82a413b9036c821aed4f07ae40f03f4adf5d88fc687cba013,1,no,jpg,407,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,101,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-101-s.jpg,opera-09-101-s.jpg,爬虫脸谱图集/opera-09-101-s.jpg,101,101,金甲,贾家楼,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3707,f22f7439ccbefdbb693459bcd83d163a470b172954f7c1a99c2c922a0b35b6d5,1,no,jpg,409,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,102,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-102-s.jpg,opera-09-102-s.jpg,爬虫脸谱图集/opera-09-102-s.jpg,102,102,童环,贾家楼,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3812,1e04a3990e3979de4402d3d50ea6f55e39cca2c4b2c194addf07a7ecbebfec4b,1,no,jpg,412,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,103,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-103-s.jpg,opera-09-103-s.jpg,爬虫脸谱图集/opera-09-103-s.jpg,103,103,李元霸,晋阳宫,象形脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3496,770ea8a850f5fdff7455922b5bbaf1a8e2abdc49083179106b84ee4fc627fb72,1,no,jpg,414,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,104,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-104-s.jpg,opera-09-104-s.jpg,爬虫脸谱图集/opera-09-104-s.jpg,104,104,李密,断密涧,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,86,110,3141,d42f1f03f9176641101de9492999b7eb1663ff8c3babb65b1d75da750fd3aeee,1,no,jpg,400,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,105,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-105-s.jpg,opera-09-105-s.jpg,爬虫脸谱图集/opera-09-105-s.jpg,105,105,宇文成都,晋阳宫,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,4887,47ddea2f582773194682352cda8bb32717008830adbc965ebaf1d9438a804f90,1,no,jpg,425,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,106,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-106-s.jpg,opera-09-106-s.jpg,爬虫脸谱图集/opera-09-106-s.jpg,106,106,鲍赐安,龙潭镇,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,4398,5727df638da56a32de40f51b4039ab04f6a926a515c42f35ebadedc40b933a8c,1,no,jpg,425,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,107,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-107-s.jpg,opera-09-107-s.jpg,爬虫脸谱图集/opera-09-107-s.jpg,107,107,黄胖,巴骆和,僧道脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5373,4d761ae82badc0adf934053b169d6691c7aea4027d673985a3ae8e5cd4297c61,1,no,jpg,413,512,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,108,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-09-108-s.jpg,opera-09-108-s.jpg,爬虫脸谱图集/opera-09-108-s.jpg,108,108,猩猩胆,摩天岭,象形脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5329,17b42891c809356efa10d6bd18add275b8a56338839edc12ad7161c0a755ff58,1,no,jpg,413,512,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,109,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-10-109-s.jpg,opera-10-109-s.jpg,爬虫脸谱图集/opera-10-109-s.jpg,109,109,盖苏文,汾河湾,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5430,c3b4ebca1c858f3b04f18822bfee12d425b3e67844e4bce218a9dc105c3ed8be,1,no,jpg,413,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,110,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-10-110-s.jpg,opera-10-110-s.jpg,爬虫脸谱图集/opera-10-110-s.jpg,110,110,巴杰,巴骆和,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5303,d26bd894d0b16daf0939da7c6a84dee3c516a6cdf174bade6f83b47b8d04c63f,1,no,jpg,413,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,111,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-10-111-s.jpg,opera-10-111-s.jpg,爬虫脸谱图集/opera-10-111-s.jpg,111,111,朱温,雅观楼,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,5060,0cf0bf5c77d652075c70c46093597f8df877d8be83e15aedc95be2de29908136,1,no,jpg,419,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
